id,hcp_id,hcf_id,agent_type,charge,created_at,shift_start,shift_type,is_cancelled,is_verified
5f628d374f29de0016e94e0e,5d379bdc824c9700160c5e2d,5eebe1ec00957c0017a41c49,CNA,29,09/16,09/28,pm,FALSE,FALSE
5f628d964f29de0016e94e2d,5d379bdc824c9700160c5e2d,5eebe1ec00957c0017a41c49,CNA,29,09/16,09/29,pm,FALSE,FALSE
5f639ab04c6e0a0016758b58,5d379bdc824c9700160c5e2d,5df913b17106bf001602be38,CNA,28,09/17,09/18,am,FALSE,TRUE
5efc2f10a572d30017b64ee0,5d3a059f35691900160eeff7,5d446a8d8fbe1800166d8312,CNA,26.5,07/01,07/09,am,FALSE,TRUE
5efc2f23a572d30017b64eeb,5d3a059f35691900160eeff7,5d446a8d8fbe1800166d8312,CNA,28.75,07/01,07/11,am,FALSE,TRUE
5eff850812b3f90017aef13d,5d3a059f35691900160eeff7,5de804d1dfb63e001615c1c0,CNA,25.5,07/03,07/06,noc,FALSE,TRUE
5effcf75cff8c800171cd38a,5d3a059f35691900160eeff7,5d446a8d8fbe1800166d8312,CNA,27.25,07/04,07/06,pm,FALSE,TRUE
5f09501f7685200017c85642,5d3a059f35691900160eeff7,5d446a8d8fbe1800166d8312,CNA,28.75,07/11,07/11,pm,FALSE,TRUE
5f08f48ade33210017631c2f,5d405f70da569000161ee4fe,5e8f18c7c2980b00164326a9,CNA,25,07/10,07/11,custom,FALSE,TRUE
5f1b4df1c0fa400017be0676,5d405f70da569000161ee4fe,5c49f6a0a0ac9600043509e1,CNA,15.5,07/24,07/26,pm,FALSE,TRUE
5f4d7a8fcd6ff10016938d0a,5d405f70da569000161ee4fe,5eebe1ec00957c0017a41c49,CNA,29,08/31,09/18,pm,FALSE,TRUE
5f628b8fa204690016c9e8b6,5d405f70da569000161ee4fe,5eebe1ec00957c0017a41c49,CNA,33,09/16,09/20,pm,FALSE,FALSE
5f628bcea204690016c9e8da,5d405f70da569000161ee4fe,5eebe1ec00957c0017a41c49,CNA,29,09/16,09/21,pm,FALSE,FALSE
5f628c03a204690016c9e8f3,5d405f70da569000161ee4fe,5eebe1ec00957c0017a41c49,CNA,29,09/16,09/23,pm,FALSE,FALSE
5f628c5a4f29de0016e94d99,5d405f70da569000161ee4fe,5eebe1ec00957c0017a41c49,CNA,29,09/16,09/24,pm,FALSE,FALSE
5f66677af5652700168e32ca,5d405f70da569000161ee4fe,5eebe1ec00957c0017a41c49,CNA,35,09/19,09/19,noc,FALSE,TRUE
5f32d3026d32fe001613edc2,5d4473df8fbe1800166fbde0,5f2b29592891da00161c4ad9,CNA,40,08/11,08/15,noc,FALSE,TRUE
5f330dfb38eb9000165866f7,5d4473df8fbe1800166fbde0,5f2b29592891da00161c4ad9,CNA,40,08/11,08/17,noc,FALSE,TRUE
5f330e0438eb9000165866fe,5d4473df8fbe1800166fbde0,5f2b29592891da00161c4ad9,CNA,40,08/11,08/18,noc,FALSE,TRUE
5f330e0bf39c270016449ee5,5d4473df8fbe1800166fbde0,5f2b29592891da00161c4ad9,CNA,40,08/11,08/19,noc,FALSE,TRUE
5f330e16f39c270016449eed,5d4473df8fbe1800166fbde0,5f2b29592891da00161c4ad9,CNA,40,08/11,08/20,noc,FALSE,TRUE
5f330e2938eb900016586711,5d4473df8fbe1800166fbde0,5f2b29592891da00161c4ad9,CNA,40,08/11,08/21,noc,FALSE,TRUE
5f46ca461df11f0016df6faf,5d4473df8fbe1800166fbde0,5d1f3f99339f36001533f5bb,CNA,30,08/26,09/10,noc,FALSE,TRUE
5efed3de07513d001754dd1c,5d4868b23057bf0016c813a6,5d446a8d8fbe1800166d8312,LVN,48,07/03,07/09,am,FALSE,TRUE
5efed45207513d001754dd38,5d4868b23057bf0016c813a6,5d446a8d8fbe1800166d8312,LVN,48,07/03,07/08,am,FALSE,TRUE
5f021b6a10c6b80017efdd71,5d4868b23057bf0016c813a6,5d446a8d8fbe1800166d8312,LVN,48.75,07/05,07/06,pm,FALSE,TRUE
5f037f2af1d7b6001701c49d,5d4868b23057bf0016c813a6,5d446a8d8fbe1800166d8312,LVN,48.75,07/06,07/07,pm,FALSE,TRUE
5f0c843076624300173be68b,5d4868b23057bf0016c813a6,5d446a8d8fbe1800166d8312,LVN,50.75,07/13,07/13,pm,FALSE,TRUE
5f0c843376624300173be690,5d4868b23057bf0016c813a6,5d446a8d8fbe1800166d8312,LVN,48,07/13,07/14,am,FALSE,TRUE
5f0e157b8bc7230017035b12,5d4868b23057bf0016c813a6,5d446a8d8fbe1800166d8312,LVN,48,07/14,07/16,am,FALSE,TRUE
5f113c6858d9ed00173f7acf,5d4868b23057bf0016c813a6,5d446a8d8fbe1800166d8312,LVN,50,07/17,07/17,am,FALSE,TRUE
5f12344d58d9ed00173f88fe,5d4868b23057bf0016c813a6,5d446a8d8fbe1800166d8312,LVN,48,07/17,07/20,am,FALSE,TRUE
5f1770ad8659f60017796785,5d4868b23057bf0016c813a6,5d446a8d8fbe1800166d8312,LVN,50.75,07/21,07/21,pm,FALSE,TRUE
5f24d830134e7400169ec4e9,5d49eb5aefc8a4001635e195,5e21d6201fa1af0016d39a5c,CNA,25,08/01,08/16,am,FALSE,TRUE
5f24db28134e7400169ec545,5d49eb5aefc8a4001635e195,5e21d6201fa1af0016d39a5c,CNA,25,08/01,08/13,noc,FALSE,TRUE
5f24db55821c460016b88c17,5d49eb5aefc8a4001635e195,5e21d6201fa1af0016d39a5c,CNA,25,08/01,08/20,noc,FALSE,TRUE
5f2c7dba108bee0016f4cd15,5d49eb5aefc8a4001635e195,5eebe1ec00957c0017a41c49,CNA,33,08/06,08/15,am,TRUE,FALSE
5f2c7e13108bee0016f4cd47,5d49eb5aefc8a4001635e195,5eebe1ec00957c0017a41c49,CNA,33,08/06,08/16,am,TRUE,FALSE
5f4ed37ab7eb520016634afc,5d49eb5aefc8a4001635e195,5cb9f07135163900163f532c,CNA,42,09/01,09/07,am,FALSE,TRUE
5f580ac06ed44c001613cb84,5d49eb5aefc8a4001635e195,5cb9f07135163900163f532c,CNA,29,09/08,09/14,pm,FALSE,TRUE
5f580ac75684fc001618d075,5d49eb5aefc8a4001635e195,5cb9f07135163900163f532c,CNA,30,09/08,09/15,noc,FALSE,TRUE
5f580b025684fc001618d0a0,5d49eb5aefc8a4001635e195,5cb9f07135163900163f532c,CNA,29,09/08,09/16,pm,FALSE,TRUE
5f580b0e6ed44c001613cbc7,5d49eb5aefc8a4001635e195,5cb9f07135163900163f532c,CNA,30,09/08,09/17,noc,FALSE,TRUE
5f580b935684fc001618d0fa,5d49eb5aefc8a4001635e195,5cb9f07135163900163f532c,CNA,29,09/08,09/21,pm,FALSE,FALSE
5f580b9c6ed44c001613cc30,5d49eb5aefc8a4001635e195,5cb9f07135163900163f532c,CNA,30,09/08,09/22,noc,FALSE,FALSE
5f6385593aec330038abfac8,5d49eb5aefc8a4001635e195,5cb9f07135163900163f532c,CNA,29,09/17,09/23,pm,FALSE,FALSE
5f63855d3aec330038abfacb,5d49eb5aefc8a4001635e195,5cb9f07135163900163f532c,CNA,30,09/17,09/24,noc,FALSE,FALSE
5f2a0a65a942b300164ed5ea,5d49feebefc8a400163d30c2,5bec4c3919a24e000424b4f3,CNA,26,08/05,08/21,pm,FALSE,TRUE
5f2ba63ceec797001660f74f,5d49feebefc8a400163d30c2,5bb27e8cc5dc8a00042e9ef9,CNA,24,08/06,08/17,noc,FALSE,TRUE
5f2d8f897a229a00161c8596,5d49feebefc8a400163d30c2,5c81813bbcbe6b00160a6b69,CNA,28,08/07,08/10,noc,FALSE,TRUE
5f2ecd7779d84f00164a25c3,5d49feebefc8a400163d30c2,5f2b29592891da00161c4ad9,CNA,30,08/08,08/12,noc,FALSE,TRUE
5f2ecd8079d84f00164a25cb,5d49feebefc8a400163d30c2,5f2b29592891da00161c4ad9,CNA,30,08/08,08/13,noc,FALSE,TRUE
5f32d5b432c42d0016296e86,5d49feebefc8a400163d30c2,5f2b29592891da00161c4ad9,CNA,40,08/11,08/14,noc,FALSE,TRUE
5f330e0d38eb900016586704,5d49feebefc8a400163d30c2,5f2b29592891da00161c4ad9,CNA,40,08/11,08/19,noc,FALSE,TRUE
5f330e2bf39c270016449f02,5d49feebefc8a400163d30c2,5f2b29592891da00161c4ad9,CNA,40,08/11,08/21,noc,FALSE,TRUE
5f36a9597ec92000166ceeb4,5d49feebefc8a400163d30c2,5f360eac17ad7e0016b977c3,CNA,31,08/14,08/18,noc,FALSE,TRUE
5f36ce97d947580016fa3846,5d49feebefc8a400163d30c2,5f2b29592891da00161c4ad9,CNA,40,08/14,08/24,noc,FALSE,TRUE
5f36cea0d947580016fa3851,5d49feebefc8a400163d30c2,5f2b29592891da00161c4ad9,CNA,40,08/14,08/25,noc,FALSE,TRUE
5f36cec8d947580016fa3865,5d49feebefc8a400163d30c2,5f2b29592891da00161c4ad9,CNA,40,08/14,08/27,noc,FALSE,TRUE
5f36cecfd947580016fa3871,5d49feebefc8a400163d30c2,5f2b29592891da00161c4ad9,CNA,40,08/14,08/28,noc,FALSE,TRUE
5f36cedb7ec92000166cff01,5d49feebefc8a400163d30c2,5f2b29592891da00161c4ad9,CNA,40,08/14,08/30,noc,FALSE,TRUE
5f36cee1d947580016fa3889,5d49feebefc8a400163d30c2,5f2b29592891da00161c4ad9,CNA,40,08/14,08/31,noc,FALSE,TRUE
5f36cee8d947580016fa388d,5d49feebefc8a400163d30c2,5f2b29592891da00161c4ad9,CNA,40,08/14,09/01,noc,FALSE,TRUE
5f46da611df11f0016df74fc,5d49feebefc8a400163d30c2,5b70ed73e318270014cd6bee,CNA,24,08/26,09/19,custom,FALSE,TRUE
5f46dac31df11f0016df755c,5d49feebefc8a400163d30c2,5b70ed73e318270014cd6bee,CNA,24,08/26,09/26,custom,FALSE,FALSE
5f4bd623dcab30001604df08,5d49feebefc8a400163d30c2,5e8796bc097f640016e14589,CNA,25,08/30,09/10,am,FALSE,TRUE
5f4d8db4cd6ff10016939462,5d49feebefc8a400163d30c2,5e8f6513fb94ef0016a870a3,CNA,28,08/31,09/07,noc,TRUE,FALSE
5f4eb5628981250016577bee,5d49feebefc8a400163d30c2,5e3b1adad2123d00162e7a56,CNA,34,09/01,09/02,noc,FALSE,TRUE
5f4eb631b7eb520016633aca,5d49feebefc8a400163d30c2,5e3b1adad2123d00162e7a56,CNA,34,09/01,09/06,noc,FALSE,TRUE
5f4eb64e8981250016577c50,5d49feebefc8a400163d30c2,5e3b1adad2123d00162e7a56,CNA,49,09/01,09/07,am,FALSE,TRUE
5f4eb6518981250016577c57,5d49feebefc8a400163d30c2,5e3b1adad2123d00162e7a56,CNA,49,09/01,09/07,pm,FALSE,TRUE
5f515c07946d120016ef7cf1,5d49feebefc8a400163d30c2,5f2b29592891da00161c4ad9,CNA,40,09/03,09/09,noc,FALSE,TRUE
5f515c0daeb9cb0016ef845c,5d49feebefc8a400163d30c2,5f2b29592891da00161c4ad9,CNA,40,09/03,09/10,noc,FALSE,TRUE
5f515c11946d120016ef7cf8,5d49feebefc8a400163d30c2,5f2b29592891da00161c4ad9,CNA,40,09/03,09/13,noc,FALSE,TRUE
5f515c28946d120016ef7d08,5d49feebefc8a400163d30c2,5f2b29592891da00161c4ad9,CNA,40,09/03,09/20,noc,FALSE,TRUE
5f515c2e946d120016ef7d0c,5d49feebefc8a400163d30c2,5f2b29592891da00161c4ad9,CNA,40,09/03,09/21,noc,FALSE,TRUE
5f51697a946d120016ef8141,5d49feebefc8a400163d30c2,5f2ae7490153c70016c840f5,CNA,41,09/03,09/04,pm,FALSE,TRUE
5f51698faeb9cb0016ef891d,5d49feebefc8a400163d30c2,5f2ae7490153c70016c840f5,CNA,45,09/03,09/05,noc,FALSE,TRUE
5f6108be3f190e0016566970,5d49feebefc8a400163d30c2,5f2b29592891da00161c4ad9,CNA,40,09/15,09/27,noc,FALSE,FALSE
5efd33a1de6b6f003b223562,5d52f8dab9734c001634f873,5c81813bbcbe6b00160a6b69,CNA,42,07/02,07/13,custom,TRUE,FALSE
5f0b54b2c6db470017c08e2b,5d52f8dab9734c001634f873,5c104cc93a1cdc0004681521,CNA,33.5,07/12,07/12,pm,FALSE,TRUE
5f31717fe12b0a0016558391,5d52f8dab9734c001634f873,5bb380e8945fd200046cad4c,CNA,24,08/10,08/12,pm,FALSE,TRUE
5f317185e12b0a0016558395,5d52f8dab9734c001634f873,5bb380e8945fd200046cad4c,CNA,24,08/10,08/13,pm,FALSE,TRUE
5f317189e12b0a0016558399,5d52f8dab9734c001634f873,5bb380e8945fd200046cad4c,CNA,24,08/10,08/14,pm,FALSE,TRUE
5f1a0cd53d01370017429810,5d531aeac3c3e800163ee21b,5b70ed73e318270014cd6bee,CNA,24,07/23,08/04,pm,FALSE,TRUE
5f639f66e0c38e00167a9bc5,5d5c7f975dd60b001682f1ea,5da66dd77f9f550016d77006,CNA,0,09/17,09/18,pm,FALSE,TRUE
5efe91494b20b30017d4685d,5d640d8e4f18340016761522,5e1ce78827ff480016e9133e,LVN,40,07/03,07/03,custom,FALSE,TRUE
5f063233293f5c00178ae92a,5d640d8e4f18340016761522,5f04de7b68380400171fd345,LVN,68,07/08,07/08,pm,FALSE,TRUE
5f0c817b76624300173be5e9,5d640d8e4f18340016761522,5f04de7b68380400171fd345,LVN,65,07/13,07/14,am,FALSE,TRUE
5f0c9a8cee17350017b3169d,5d640d8e4f18340016761522,5f04de7b68380400171fd345,LVN,63,07/13,07/16,pm,FALSE,TRUE
5f0ca0fd76624300173bef20,5d640d8e4f18340016761522,5e1ce78827ff480016e9133e,LVN,43,07/13,07/19,am,FALSE,TRUE
5f0cab90ee17350017b31d05,5d640d8e4f18340016761522,5f04de7b68380400171fd345,LVN,63,07/13,07/17,pm,FALSE,TRUE
5f109bfbba30e1001733ff5a,5d640d8e4f18340016761522,5f04de7b68380400171fd345,LVN,63,07/16,07/20,pm,FALSE,TRUE
5f109c0f4b696600171dc015,5d640d8e4f18340016761522,5f04de7b68380400171fd345,LVN,53,07/16,07/22,pm,FALSE,TRUE
5f109c1ed1a2c9001719f460,5d640d8e4f18340016761522,5f04de7b68380400171fd345,LVN,53,07/16,07/24,pm,FALSE,TRUE
5f1794556406fe0017109427,5d640d8e4f18340016761522,5c539532fe63b800166ddb2d,LVN,53,07/22,07/25,am,TRUE,FALSE
5f1794580a050c0017d78ba1,5d640d8e4f18340016761522,5c539532fe63b800166ddb2d,LVN,53,07/22,07/26,am,FALSE,TRUE
5f1f46551d81f00016e95983,5d640d8e4f18340016761522,5eebe1ec00957c0017a41c49,LVN,48,07/27,07/29,am,FALSE,TRUE
5f2368350626e100169c7fd2,5d640d8e4f18340016761522,5c539532fe63b800166ddb2d,LVN,55,07/31,08/01,noc,TRUE,FALSE
5f2450e9134e7400169ea255,5d640d8e4f18340016761522,5e21d6201fa1af0016d39a5c,LVN,37,07/31,07/31,pm,FALSE,TRUE
5f246753821c460016b87253,5d640d8e4f18340016761522,5c539532fe63b800166ddb2d,LVN,55,07/31,08/01,noc,TRUE,FALSE
5f24a645821c460016b883fe,5d640d8e4f18340016761522,5c539532fe63b800166ddb2d,LVN,55,07/31,08/01,noc,FALSE,TRUE
5f24a6f1821c460016b88418,5d640d8e4f18340016761522,5c539532fe63b800166ddb2d,LVN,55,07/31,08/02,pm,TRUE,FALSE
5f24a704821c460016b8841f,5d640d8e4f18340016761522,5c539532fe63b800166ddb2d,LVN,49,07/31,08/03,pm,FALSE,TRUE
5f2c963ceec7970016612dbc,5d640d8e4f18340016761522,5c539532fe63b800166ddb2d,LVN,55,08/06,08/08,am,FALSE,TRUE
5f2c9643eec7970016612dc1,5d640d8e4f18340016761522,5c539532fe63b800166ddb2d,LVN,53,08/06,08/09,am,FALSE,TRUE
5f31dff532c42d0016294d57,5d640d8e4f18340016761522,5f0f3bf9eac8640017ec1ce5,LVN,70,08/11,08/11,noc,FALSE,TRUE
5f3f50a55dccd400362debe8,5d640d8e4f18340016761522,5c539532fe63b800166ddb2d,LVN,53,08/21,08/23,pm,FALSE,TRUE
5f457f5f7561c3001658995e,5d640d8e4f18340016761522,5f457bca7561c300165896f8,LVN,60,08/25,08/27,noc,FALSE,TRUE
5f45a8335b9cad0016cd8458,5d640d8e4f18340016761522,5c539532fe63b800166ddb2d,LVN,53,08/26,08/29,am,FALSE,TRUE
5f485cb8d58683001689b301,5d640d8e4f18340016761522,5c539532fe63b800166ddb2d,LVN,51,08/28,08/28,pm,FALSE,TRUE
5f4988dbd58683001689f631,5d640d8e4f18340016761522,5c539532fe63b800166ddb2d,LVN,53,08/28,08/31,noc,FALSE,TRUE
5f4988ded58683001689f647,5d640d8e4f18340016761522,5c539532fe63b800166ddb2d,LVN,49.75,08/28,09/01,noc,FALSE,TRUE
5f4c0bd9dcab30001604eb92,5d640d8e4f18340016761522,5c539532fe63b800166ddb2d,LVN,49.75,08/30,09/03,noc,FALSE,TRUE
5f4c0beedcab30001604eb9e,5d640d8e4f18340016761522,5c539532fe63b800166ddb2d,LVN,53,08/30,09/05,noc,TRUE,FALSE
5f4d7b9dd621a000165c7a53,5d640d8e4f18340016761522,5eebe1ec00957c0017a41c49,LVN,48,08/31,09/03,am,FALSE,TRUE
5f4ebe76d058fd00456f910d,5d640d8e4f18340016761522,5c539532fe63b800166ddb2d,LVN,48,09/01,09/03,custom,TRUE,FALSE
5f4ebe78d058fd00456f9110,5d640d8e4f18340016761522,5c539532fe63b800166ddb2d,LVN,48,09/01,09/05,custom,TRUE,FALSE
5f4efe5e898125001657951c,5d640d8e4f18340016761522,5c539532fe63b800166ddb2d,LVN,53,09/02,09/26,am,FALSE,FALSE
5f4efe62b7eb520016635b64,5d640d8e4f18340016761522,5c539532fe63b800166ddb2d,LVN,53,09/02,09/27,am,FALSE,FALSE
5f4efe6eb7eb520016635ba0,5d640d8e4f18340016761522,5c539532fe63b800166ddb2d,LVN,77,09/02,09/07,noc,FALSE,TRUE
5f4efe7f898125001657952b,5d640d8e4f18340016761522,5c539532fe63b800166ddb2d,LVN,53,09/02,09/21,noc,FALSE,TRUE
5f4eff6c8981250016579556,5d640d8e4f18340016761522,5c539532fe63b800166ddb2d,LVN,53,09/02,09/12,pm,FALSE,TRUE
5f4eff77898125001657955f,5d640d8e4f18340016761522,5c539532fe63b800166ddb2d,LVN,53,09/02,09/13,pm,FALSE,TRUE
5f500d5d7aa9340016687531,5d640d8e4f18340016761522,5c539532fe63b800166ddb2d,LVN,49,09/02,09/04,pm,FALSE,TRUE
5f500d8a7aa934001668755c,5d640d8e4f18340016761522,5c539532fe63b800166ddb2d,LVN,49.75,09/02,09/08,noc,FALSE,TRUE
5f5115a1946d120016ef64c1,5d640d8e4f18340016761522,5df913b17106bf001602be38,LVN,57.61,09/03,09/10,custom,FALSE,TRUE
5f58ee5c42885100165dc703,5d640d8e4f18340016761522,5c539532fe63b800166ddb2d,LVN,49.75,09/09,09/15,noc,FALSE,TRUE
5f5a4e8932fe2a0016895521,5d640d8e4f18340016761522,5f457bca7561c300165896f8,LVN,50,09/10,09/16,custom,FALSE,TRUE
5f629bc24f29de0016e952e0,5d640d8e4f18340016761522,5f457bca7561c300165896f8,LVN,50,09/16,09/25,am,FALSE,FALSE
5f629bdda204690016c9ede9,5d640d8e4f18340016761522,5f457bca7561c300165896f8,LVN,50,09/16,10/02,am,FALSE,FALSE
5f629be74f29de0016e952f4,5d640d8e4f18340016761522,5f457bca7561c300165896f8,LVN,57,09/16,10/03,am,FALSE,FALSE
5f629bf4a204690016c9eded,5d640d8e4f18340016761522,5f457bca7561c300165896f8,LVN,50,09/16,10/09,am,FALSE,FALSE
5f629bf64f29de0016e95301,5d640d8e4f18340016761522,5f457bca7561c300165896f8,LVN,57,09/16,10/10,am,FALSE,FALSE
5f629bfe4f29de0016e95304,5d640d8e4f18340016761522,5f457bca7561c300165896f8,LVN,50,09/16,10/16,am,FALSE,FALSE
5f629c004f29de0016e95306,5d640d8e4f18340016761522,5f457bca7561c300165896f8,LVN,57,09/16,10/17,am,FALSE,FALSE
5f629c05a204690016c9edf2,5d640d8e4f18340016761522,5f457bca7561c300165896f8,LVN,50,09/16,10/23,am,FALSE,FALSE
5f629c074f29de0016e95308,5d640d8e4f18340016761522,5f457bca7561c300165896f8,LVN,57,09/16,10/24,am,FALSE,FALSE
5f629c0c4f29de0016e9530d,5d640d8e4f18340016761522,5f457bca7561c300165896f8,LVN,50,09/16,10/30,am,FALSE,FALSE
5f629c0e4f29de0016e95310,5d640d8e4f18340016761522,5f457bca7561c300165896f8,LVN,57,09/16,10/31,am,FALSE,FALSE
5f650e8774f15d0016499628,5d640d8e4f18340016761522,5c539532fe63b800166ddb2d,LVN,55,09/18,09/19,pm,FALSE,TRUE
5f6518d074f15d0016499959,5d640d8e4f18340016761522,5c539532fe63b800166ddb2d,LVN,48,09/18,09/22,am,FALSE,FALSE
5efcc5c2191a970017d3e0af,5d65c4bffd1e1b00169dcf43,5bb380e8945fd200046cad4c,CNA,24,07/01,07/23,custom,FALSE,TRUE
5efcc5cc191a970017d3e0b3,5d65c4bffd1e1b00169dcf43,5bb380e8945fd200046cad4c,CNA,24,07/01,07/30,custom,FALSE,TRUE
5efcc7c9191a970017d3e18f,5d65c4bffd1e1b00169dcf43,5bb380e8945fd200046cad4c,CNA,24,07/01,07/15,am,FALSE,TRUE
5f0c898b76624300173be7b0,5d65c4bffd1e1b00169dcf43,5bb380e8945fd200046cad4c,CNA,24,07/13,07/17,am,FALSE,TRUE
5f0c8a1c76624300173be7c0,5d65c4bffd1e1b00169dcf43,5bb380e8945fd200046cad4c,CNA,24,07/13,07/18,custom,FALSE,TRUE
5f0f4f93eac8640017ec2292,5d65c4bffd1e1b00169dcf43,5bb380e8945fd200046cad4c,CNA,24,07/15,07/24,custom,FALSE,TRUE
5f0f4faeeac8640017ec229d,5d65c4bffd1e1b00169dcf43,5bb380e8945fd200046cad4c,CNA,24,07/15,07/26,custom,FALSE,TRUE
5f0f4fc455e48f001790fa58,5d65c4bffd1e1b00169dcf43,5bb380e8945fd200046cad4c,CNA,24,07/15,07/31,custom,FALSE,TRUE
5f0f501df94ce700172e3ee2,5d65c4bffd1e1b00169dcf43,5bb380e8945fd200046cad4c,CNA,24,07/15,07/29,am,FALSE,TRUE
5f08f96d7685200017c84929,5d6d6512d43ea000165a76d2,5e8f18c7c2980b00164326a9,CNA,25,07/10,07/11,am,TRUE,TRUE
5f08fe4ade33210017631f0c,5d6d6512d43ea000165a76d2,5e8f18c7c2980b00164326a9,CNA,25,07/10,07/12,am,FALSE,TRUE
5f0b20e879e2a40017d634ee,5d6d6512d43ea000165a76d2,5e8f18c7c2980b00164326a9,CNA,27,07/12,07/11,am,FALSE,TRUE
5f10da5c4b696600171dcde4,5d6d6512d43ea000165a76d2,5e1ce78827ff480016e9133e,CNA,29,07/16,07/19,am,FALSE,TRUE
5f10db5a4b696600171dcdf2,5d6d6512d43ea000165a76d2,5e1ce78827ff480016e9133e,CNA,31,07/16,07/18,am,FALSE,TRUE
5f1f28ad31c83b001641000f,5d6d6512d43ea000165a76d2,5eebe1ec00957c0017a41c49,CNA,28,07/27,07/30,am,FALSE,TRUE
5f2c7699108bee0016f4ca29,5d6d6512d43ea000165a76d2,5e1ce78827ff480016e9133e,CNA,31,08/06,08/08,am,FALSE,TRUE
5f443e5c14eabb0016313b29,5d6d6512d43ea000165a76d2,5eebe1ec00957c0017a41c49,CNA,28,08/24,08/28,am,FALSE,TRUE
5f512dcf946d120016ef6dbd,5d6d6512d43ea000165a76d2,5e5e85ea43a2390016e3d65c,CNA,29,09/03,09/05,am,FALSE,TRUE
5f03bde443d2fd0017edfd0b,5d6da1e3d43ea000165e66b4,5be0b0d2ba64030004d2117c,LVN,42,07/07,07/12,am,FALSE,TRUE
5f03bde643d2fd0017edfd0f,5d6da1e3d43ea000165e66b4,5be0b0d2ba64030004d2117c,LVN,42,07/07,07/12,pm,FALSE,TRUE
5f21ef2836e1e700363b335c,5d6da1e3d43ea000165e66b4,5c81813bbcbe6b00160a6b69,LVN,43,07/29,07/30,custom,FALSE,TRUE
5f3199d132c42d0016292cc7,5d71671ec69aaa0016cbef52,5cb9f07135163900163f532c,LVN,49,08/10,08/20,pm,FALSE,TRUE
5f3199e232c42d0016292cdd,5d71671ec69aaa0016cbef52,5cb9f07135163900163f532c,LVN,49,08/10,08/26,pm,FALSE,TRUE
5f4539177561c300165872d1,5d71671ec69aaa0016cbef52,5cb9f07135163900163f532c,LVN,49,08/25,08/27,pm,FALSE,TRUE
5f4d8e5fcd6ff1001693948e,5d71671ec69aaa0016cbef52,5cb9f07135163900163f532c,LVN,49,08/31,09/03,pm,FALSE,TRUE
5f5916eabec4a8001663ff4c,5d71671ec69aaa0016cbef52,5e2119950d2c4000166d3995,LVN,44,09/09,09/10,pm,FALSE,TRUE
5f6144175a9f13003490cc3a,5d71671ec69aaa0016cbef52,5e2119950d2c4000166d3995,LVN,42,09/15,09/18,pm,FALSE,TRUE
5f617d42c05b9b0016f523b9,5d71671ec69aaa0016cbef52,5e2119950d2c4000166d3995,LVN,44,09/16,09/17,pm,FALSE,TRUE
5f63e2bde0c38e00167ab30a,5d71671ec69aaa0016cbef52,5cb9f07135163900163f532c,LVN,49,09/17,09/25,pm,FALSE,FALSE
5f46f760c0b6bd001607a109,5d71801cc69aaa0016cc1c8a,5df913b17106bf001602be38,LVN,50,08/26,09/25,custom,TRUE,FALSE
5f46f81b1df11f0016df8205,5d71801cc69aaa0016cc1c8a,5df913b17106bf001602be38,LVN,50,08/27,09/16,custom,TRUE,FALSE
5f46f81fc0b6bd001607a133,5d71801cc69aaa0016cc1c8a,5df913b17106bf001602be38,LVN,50,08/27,09/17,custom,TRUE,FALSE
5f46f829c0b6bd001607a13b,5d71801cc69aaa0016cc1c8a,5df913b17106bf001602be38,LVN,50,08/27,09/22,custom,TRUE,FALSE
5f46f82bc0b6bd001607a143,5d71801cc69aaa0016cc1c8a,5df913b17106bf001602be38,LVN,50,08/27,09/23,custom,TRUE,FALSE
5f46f8301df11f0016df821c,5d71801cc69aaa0016cc1c8a,5df913b17106bf001602be38,LVN,50,08/27,09/24,custom,TRUE,FALSE
5f46f835c0b6bd001607a152,5d71801cc69aaa0016cc1c8a,5df913b17106bf001602be38,LVN,55,08/27,09/28,custom,TRUE,FALSE
5f46f837c0b6bd001607a15a,5d71801cc69aaa0016cc1c8a,5df913b17106bf001602be38,LVN,50,08/27,09/29,custom,TRUE,FALSE
5f46f83b1df11f0016df822a,5d71801cc69aaa0016cc1c8a,5df913b17106bf001602be38,LVN,50,08/27,09/30,custom,TRUE,FALSE
5f50186e7aa93400166878b0,5d71801cc69aaa0016cc1c8a,5df913b17106bf001602be38,LVN,55,09/02,09/21,custom,TRUE,FALSE
5f50190753d50f0016f26edd,5d71801cc69aaa0016cc1c8a,5df913b17106bf001602be38,LVN,50,09/02,10/01,custom,TRUE,FALSE
5f615015c05b9b0016f51dda,5d71801cc69aaa0016cc1c8a,5e21d6201fa1af0016d39a5c,LVN,37,09/15,09/19,pm,FALSE,TRUE
5f63ed8f3aec330038abfbf6,5d71801cc69aaa0016cc1c8a,5e21d6201fa1af0016d39a5c,LVN,37,09/17,09/19,custom,FALSE,TRUE
5f23e63a134e7400169e915f,5d7ff55f9b671100167efe5f,5d446a8d8fbe1800166d8312,CNA,27.5,07/31,08/18,noc,FALSE,TRUE
5f23e648821c460016b85a32,5d7ff55f9b671100167efe5f,5d446a8d8fbe1800166d8312,CNA,27.5,07/31,08/19,noc,TRUE,FALSE
5f23e64f134e7400169e916f,5d7ff55f9b671100167efe5f,5d446a8d8fbe1800166d8312,CNA,27.5,07/31,08/20,noc,TRUE,FALSE
